,bio,full_name,id,profile_picture,username,website,Posts,rct_comments,avg_comments,rct_likes,avg_likes,rct_tags,BB_tag_match,BB_tag_list,follows,followed_by,media
34479775,"Photographer & writer based in Bozeman, Montana & Happy the truck. ""Don't be afraid to shake the dust.""",,34479775,https://igcdn-photos-b-a.akamaihd.net/hphotos-ak-xaf1/t51.2885-19/11377650_883510845041641_1983897698_a.jpg,beccaskinner,http://beccaskinnerphotography.com,10,199,19.9,12588,1258.8,"['lifeofalightchaser', 'tetons', 'flyfishing', 'montana', 'flyfishing', 'methowvalley', 'northcascades', 'montana', 'augustriver', 'norestforthewicked', 'tetons', 'methowvalley', 'northcascades', 'methowvalley', 'northcascades', 'gsp', 'smokejumper', 'methow']",Yes,"['flyfishing', 'flyfishing']",444,21247,811
